Crosslink.Type,Gene1.order,Gene2.order,Final_annot,Final_annot,Complex1,Complex1.1
BN,CALML5,KRT6B,Other,Other,,
Intra,CALR,CALR,Endosome,Endosome,,
Inter,CALR,PDIA3,Endosome,Endosome,,
Inter,CALR,USP54,Endosome,Other,,
Inter,CALR3,EEF1A1P5,Other,Other,,
Intra,CALU,CALU,Other,Other,,
BN,CALU,ELFN1,Other,Other,,
BN,CALU,ETFA,Other,Mito,,
BN,CALU,ETFB,Other,Mito,,
BN,CALU,OXSM,Other,Mito,,
BN,CALU,PDIA5,Other,Other,,
BN,CALU,PGGHG,Other,Other,,
BN,CALU,SLC35G2,Other,Other,,
BN,CALU,TPM4,Other,Other,,
BN,CALU,TSPAN7,Other,Other,,
BN,CALU,ZMPSTE24,Other,Other,,
Inter,CAMK1D,KCNAB1,Other,Other,,
Inter,CAMK1D,SNRPB,Other,Other,,
Inter,CAMK2D,NTF3,Other,Other,,
Inter,CAMSAP1,EEFSEC,Other,Other,,
Intra,CAMSAP2,CAMSAP2,Other,Other,,
Inter,CAMSAP2,EEA1,Other,Endosome,,
Inter,CAMSAP2,HNRNPC,Other,Nucleus,,
Inter,CAMSAP2,MAGOH,Other,Other,,
Intra,CAMSAP3,CAMSAP3,Other,Other,,
Inter,CAMSAP3,DUOX2,Other,Other,,
Intra,CAND1,CAND1,Other,Other,,
BN,CAND1,CUL1,Other,Other,,
Inter,CAND1,EEA1,Other,Endosome,,
Inter,CAND1,HNRNPU,Other,Other,,
Intra,CANX,CANX,Endosome,Endosome,,
Inter,CANX,CNTNAP1,Endosome,Other,,
Inter,CANX,DDOST,Endosome,Endosome,,Oligosaccharyltransferase complex (Stt3A variant)
Inter,CANX,DLGAP5,Endosome,Other,,
Inter,CANX,FSIP2,Endosome,Other,,
Inter,CANX,HACD2,Endosome,Other,,
Inter,CANX,IL12B,Endosome,Other,,
Inter,CANX,KIF15,Endosome,Other,,
Inter,CANX,SMC3,Endosome,Nucleus,,
Inter,CANX,TMX3,Endosome,Other,,
Inter,CANX,TOR1AIP2,Endosome,Other,,
Inter,CANX,WTAP,Endosome,Other,,
Intra,CAP1,CAP1,Other,Other,,
Intra,CAPN1,CAPN1,Other,Other,,
BN,CAPN1,ECM1,Other,Other,,
Inter,CAPN1,SRSF6,Other,Nucleus,,
Inter,CAPN3,HSPA8,Other,Endosome,,
Inter,CAPN5,PRELID1,Other,Mito,,
Inter,CAPN9,PRPF8,Other,Nucleus,,
Intra,CAPRIN1,CAPRIN1,Other,Other,,
Inter,CAPSL,DDX46,Other,Other,,
Intra,CAPZA1,CAPZA1,Endosome,Endosome,PI4K2A-WASH complex,PI4K2A-WASH complex
Inter,CAPZA1,CAPZB,Endosome,Endosome,PI4K2A-WASH complex,PI4K2A-WASH complex
Inter,CAPZA1,MYO10,Endosome,Other,PI4K2A-WASH complex,
Inter,CAPZA1,SVIL,Endosome,Other,PI4K2A-WASH complex,
Intra,CAPZA2,CAPZA2,Other,Other,,
BN,CAPZA2,PPA2,Other,Mito,,
Intra,CAPZB,CAPZB,Endosome,Endosome,PI4K2A-WASH complex,PI4K2A-WASH complex
Inter,CAPZB,EEA1,Endosome,Endosome,PI4K2A-WASH complex,
Inter,CAPZB,EIF3B,Endosome,Other,PI4K2A-WASH complex,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)"
Inter,CARD6,HSP90AB1,Other,Endosome,,Kinase maturation complex 1
Inter,CARD6,PRPF8,Other,Nucleus,,
Inter,CARMIL1,CHMP4B,Other,Endosome,,ESCRT-III complex
BN,CARS2,OXA1L,Mito,Mito,,
BN,CARS2,TMBIM1,Mito,Other,,
BN,CARS2,YARS1,Mito,Other,,
Intra,CASC3,CASC3,Other,Other,,
Inter,CASC3,EIF4A3,Other,Other,,
Inter,CASC3,YBX3,Other,Other,,
Inter,CASP10,POLN,Other,Nucleus,,
BN,CASP14,CPA4,Other,Other,,
BN,CASP14,GGCT,Other,Other,,
BN,CASP14,KRT77,Other,Other,,
BN,CASP14,TGM3,Other,Other,,
Inter,CASP8AP2,ERH,Other,Nucleus,,
Inter,CASQ2,CHMP2B,Other,Endosome,,ESCRT-III complex
Inter,CASQ2,H1-4,Other,Nucleus,,
Inter,CASQ2,RPL4,Other,Other,,"Ribosome, cytoplasmic"
Inter,CASQ2,RPS13,Other,Other,,"Ribosome, cytoplasmic"
Inter,CASQ2,TCP1,Other,Other,,CCT complex (chaperonin containing TCP1 complex)
Inter,CAST,UPF3B,Other,Other,,
Inter,CASZ1,CD109,Nucleus,Other,,
Inter,CASZ1,CHD4,Nucleus,Other,,NRD complex (Nucleosome remodeling and deacetylation complex)
Intra,CAT,CAT,Mito,Mito,,
BN,CAT,EGFR,Mito,Endosome,,
Inter,CAT,EHHADH,Mito,Mito,,
Inter,CATSPERB,MYO6,Other,Other,,
Intra,CAV1,CAV1,Other,Other,,
Inter,CAVIN1,EEA1,Other,Endosome,,
Inter,CBLB,DBX2,Other,Nucleus,,
Inter,CBS,HSPD1,Other,Mito,,
Intra,CBX2,CBX2,Nucleus,Nucleus,,
Inter,CBX2,EIF3E,Nucleus,Other,,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)"
Intra,CBX3,CBX3,Nucleus,Nucleus,,
Inter,CC2D1B,NONO,Nucleus,Nucleus,,
Inter,CC2D2B,CHMP6,Other,Endosome,,ESCRT-III complex
Intra,CCAR1,CCAR1,Other,Other,,
Inter,CCAR1,CDC42,Other,Other,,
Inter,CCAR1,EEA1,Other,Endosome,,
Inter,CCAR1,ING1,Other,Nucleus,,
Inter,CCAR1,MAP3K4,Other,Other,,
Inter,CCAR1,RAB4A,Other,Endosome,,
Inter,CCAR1,SYTL5,Other,Other,,
Inter,CCAR1,UBC,Other,Other,,
Inter,CCAR2,LTF,Other,Other,,
Inter,CCDC110,EEA1,Nucleus,Endosome,,
Inter,CCDC110,KPNA1,Nucleus,Other,,
Inter,CCDC110,PRPF6,Nucleus,Nucleus,,
Inter,CCDC112,PHACTR1,Other,Other,,
Inter,CCDC112,RPS20,Other,Other,,"Ribosome, cytoplasmic"
Inter,CCDC112,TFRC,Other,Endosome,,
Inter,CCDC113,KTN1,Other,Other,,
Inter,CCDC113,PDS5A,Other,Nucleus,,
Inter,CCDC113,VPS33A,Other,Endosome,,HOPS/CORVET complex
Inter,CCDC115,EIF3B,Other,Other,,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)"
Inter,CCDC124,CDC42BPB,Other,Other,,
Inter,CCDC125,EEA1,Other,Endosome,,
Inter,CCDC13,NFXL1,Other,Other,,
Inter,CCDC138,EFTUD2,Other,Nucleus,,
Intra,CCDC14,CCDC14,Other,Other,,
Inter,CCDC14,EEA1,Other,Endosome,,
Inter,CCDC14,THOC2,Other,Nucleus,,
Inter,CCDC141,EEA1,Other,Endosome,,
Inter,CCDC144A,PRPF6,Other,Nucleus,,
Inter,CCDC144BP,EEA1,Other,Endosome,,
Inter,CCDC144CP,HSP90AB1,Other,Endosome,,Kinase maturation complex 1
Inter,CCDC144CP,SNRNP200,Other,Nucleus,,
Inter,CCDC146,CHAD,Other,Other,,
Inter,CCDC150,EEA1,Other,Endosome,,
Inter,CCDC150,KLHL2,Other,Other,,
Inter,CCDC150,RPN1,Other,Endosome,,Oligosaccharyltransferase complex (Stt3A variant)
Inter,CCDC150,S100A1,Other,Other,,
Inter,CCDC150,WDR88,Other,Other,,
Inter,CCDC150,ZNF493,Other,Nucleus,,
Inter,CCDC159,SLTM,Other,Nucleus,,
Inter,CCDC168,DNM2,Other,Endosome,,PI4K2A-WASH complex
Inter,CCDC168,EEA1,Other,Endosome,,
Inter,CCDC168,EIF3A,Other,Other,,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)"
Inter,CCDC168,EIF3C,Other,Other,,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)"
Inter,CCDC168,HNRNPC,Other,Nucleus,,
Inter,CCDC168,HSP90AA1,Other,Other,,Kinase maturation complex 1
Inter,CCDC168,HSP90AB1,Other,Endosome,,Kinase maturation complex 1
Inter,CCDC168,KDM4F,Other,Nucleus,,
Inter,CCDC168,PCNT,Other,Other,,
Inter,CCDC168,RAB14,Other,Endosome,,
Inter,CCDC168,RAB33B,Other,Lyso,,
Inter,CCDC168,RAB39A,Other,Endosome,,
Inter,CCDC168,TTF2,Other,Other,,
Inter,CCDC171,PCM1,Other,Other,,HOOK2-PCM1-RAB8A complex
Inter,CCDC174,EEF1A1P5,Nucleus,Other,,
Inter,CCDC174,HAT1,Nucleus,Other,,
Inter,CCDC174,KIAA0319L,Nucleus,Other,,
Inter,CCDC175,EEA1,Other,Endosome,,
Inter,CCDC175,ZC3H18,Other,Nucleus,,
Inter,CCDC178,CHTOP,Other,Nucleus,,
Inter,CCDC178,EEA1,Other,Endosome,,
Inter,CCDC178,IGF2BP1,Other,Other,,
Intra,CCDC18,CCDC18,Other,Other,,
Inter,CCDC18,NAPG,Other,Endosome,,
Inter,CCDC18,PRPF8,Other,Nucleus,,
Inter,CCDC18,STX8,Other,Endosome,,
Inter,CCDC181,NAV3,Other,Nucleus,,
Inter,CCDC185,G6PD,Other,Other,,
Inter,CCDC186,EEA1,Other,Endosome,,
Inter,CCDC186,PLCL2,Other,Other,,
Inter,CCDC191,THRAP3,Other,Nucleus,,
Inter,CCDC192,GATAD2B,Other,Nucleus,,
BN,CCDC22,CCDC93,Endosome,Endosome,"CCC-Wash (WASH1, FAM21C) complex","CCC-Wash (WASH1, FAM21C) complex"
BN,CCDC22,COMMD4,Endosome,Endosome,"CCC-Wash (WASH1, FAM21C) complex","CCC-Wash (WASH1, FAM21C) complex"
BN,CCDC22,COMMD7,Endosome,Endosome,"CCC-Wash (WASH1, FAM21C) complex","CCC-Wash (WASH1, FAM21C) complex"
Inter,CCDC26,DDX23,Other,Nucleus,,
Inter,CCDC27,CSK,Other,Lyso,,
Inter,CCDC27,EEA1,Other,Endosome,,
Inter,CCDC30,EEA1,Other,Endosome,,
Inter,CCDC33,RPL11,Other,Other,,"Ribosome, cytoplasmic"
Inter,CCDC34,DYNC1H1,Other,Other,,Dynein-dynactin complex
Inter,CCDC38,EEA1,Other,Endosome,,
Inter,CCDC39,CD207,Other,Other,,
Inter,CCDC39,EEA1,Other,Endosome,,
Inter,CCDC39,TOPAZ1,Other,Other,,
Inter,CCDC40,EEA1,Other,Endosome,,
Inter,CCDC42,EEA1,Other,Endosome,,
Inter,CCDC42,MYH9,Other,Endosome,,Emerin complex 1
Intra,CCDC47,CCDC47,Other,Other,,
Inter,CCDC57,MEX3C,Other,Other,,
Inter,CCDC6,JAK2,Other,Other,,
Inter,CCDC60,CHCHD3,Other,Mito,,
Inter,CCDC60,MTA1,Other,Other,,NRD complex (Nucleosome remodeling and deacetylation complex)
Inter,CCDC60,UGGT2,Other,Other,,
Inter,CCDC62,STIM1,Other,Other,,
Inter,CCDC63,TRPM2,Other,Other,,
Inter,CCDC66,COPB1,Other,Golgi,,
Inter,CCDC69,HSP90AB1,Other,Endosome,,Kinase maturation complex 1
Inter,CCDC69,PAH,Other,Other,,
Inter,CCDC7,EEA1,Other,Endosome,,
BN,CCDC7,ELAPOR2,Other,Other,,
Inter,CCDC7,HSPA5,Other,Endosome,,
BN,CCDC7,ITGA2,Other,Other,,
BN,CCDC7,ITGA5,Other,Endosome,,
BN,CCDC7,KAZN,Other,Other,,
Inter,CCDC7,MTA2,Other,Nucleus,,
Inter,CCDC7,PLXNA1,Other,Endosome,,
Inter,CCDC7,RPS18,Other,Other,,"Ribosome, cytoplasmic"
BN,CCDC7,SLC10A3,Other,Other,,
BN,CCDC7,TVP23B,Other,Other,,
BN,CCDC7,YIPF1,Other,Golgi,,
BN,CCDC7,YIPF2,Other,Golgi,,
BN,CCDC7,YIPF6,Other,Endosome,,
Inter,CCDC81,HNRNPUL1,Other,Nucleus,,
Inter,CCDC83,RTN4,Other,Endosome,,
Intra,CCDC88A,CCDC88A,Other,Other,,
Inter,CCDC88A,RPS13,Other,Other,,"Ribosome, cytoplasmic"
Inter,CCDC88A,SOGA3,Other,Other,,
Inter,CCDC88C,FMR1,Other,Other,,
Inter,CCDC88C,ROCK2,Other,Other,,
Inter,CCDC88C,STX7,Other,Endosome,,
Inter,CCDC88C,THRAP3,Other,Nucleus,,
Inter,CCDC91,EEA1,Golgi,Endosome,,
BN,CCDC93,COMMD4,Endosome,Endosome,"CCC-Wash (WASH1, FAM21C) complex","CCC-Wash (WASH1, FAM21C) complex"
BN,CCDC93,COMMD7,Endosome,Endosome,"CCC-Wash (WASH1, FAM21C) complex","CCC-Wash (WASH1, FAM21C) complex"
Inter,CCDC93,RPL7A,Endosome,Other,"CCC-Wash (WASH1, FAM21C) complex","Ribosome, cytoplasmic"
Inter,CCDC96,KIZ,Other,Other,,
Inter,CCDC96,TK1,Other,Other,,
Inter,CCHCR1,HSPA8,Other,Endosome,,
Inter,CCL25,EEA1,Other,Endosome,,
Inter,CCL7,RTN1,Other,Other,,
Inter,CCN2,EEA1,Other,Endosome,,
Inter,CCNB1,NCBP1,Other,Other,,
Inter,CCNB3,EEA1,Nucleus,Endosome,,
Inter,CCNE1,STX12,Nucleus,Endosome,,SNARE complex
BN,CCNK,MMP9,Nucleus,Other,,
BN,CCNK,RETREG2,Nucleus,Other,,
Inter,CCNL1,RHOT1,Nucleus,Mito,,
Intra,CCNT1,CCNT1,Nucleus,Nucleus,,
Inter,CCNT1,CDK9,Nucleus,Other,,
Intra,CCNT2,CCNT2,Nucleus,Nucleus,,
Intra,CCNY,CCNY,Other,Other,,
Inter,CCR9,GATAD2B,Other,Nucleus,,
Intra,CCT2,CCT2,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT2,CCT3,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
Inter,CCT2,CCT4,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT2,CCT5,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT2,CCT6A,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT2,CCT7,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT2,CCT8,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
Inter,CCT2,TCP1,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
Intra,CCT3,CCT3,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT3,CCT4,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT3,CCT5,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT3,CCT6A,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT3,CCT7,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT3,CCT8,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT3,TCP1,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
Intra,CCT4,CCT4,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT4,CCT5,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT4,CCT6A,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT4,CCT7,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT4,CCT8,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT4,FYCO1,Other,Lyso,CCT complex (chaperonin containing TCP1 complex),
BN,CCT4,GAPVD1,Other,Other,CCT complex (chaperonin containing TCP1 complex),
Inter,CCT4,MYO1A,Other,Other,CCT complex (chaperonin containing TCP1 complex),
BN,CCT4,NDUFA13,Other,Mito,CCT complex (chaperonin containing TCP1 complex),"Respiratory chain complex I (holoenzyme), mitochondrial"
BN,CCT4,NDUFA9,Other,Mito,CCT complex (chaperonin containing TCP1 complex),"Respiratory chain complex I (holoenzyme), mitochondrial"
BN,CCT4,NDUFS1,Other,Mito,CCT complex (chaperonin containing TCP1 complex),"Respiratory chain complex I (holoenzyme), mitochondrial"
BN,CCT4,NDUFS2,Other,Mito,CCT complex (chaperonin containing TCP1 complex),"Respiratory chain complex I (holoenzyme), mitochondrial"
BN,CCT4,NDUFS7,Other,Mito,CCT complex (chaperonin containing TCP1 complex),"Respiratory chain complex I (holoenzyme), mitochondrial"
BN,CCT4,NDUFV1,Other,Mito,CCT complex (chaperonin containing TCP1 complex),"Respiratory chain complex I (holoenzyme), mitochondrial"
Inter,CCT4,STX7,Other,Endosome,CCT complex (chaperonin containing TCP1 complex),
BN,CCT4,TCP1,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
Inter,CCT4,VTI1B,Other,Endosome,CCT complex (chaperonin containing TCP1 complex),SNARE complex
Intra,CCT5,CCT5,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT5,CCT6A,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT5,CCT7,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT5,CCT8,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT5,TCP1,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
Intra,CCT6A,CCT6A,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT6A,CCT7,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
Inter,CCT6A,CCT8,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT6A,FYCO1,Other,Lyso,CCT complex (chaperonin containing TCP1 complex),
BN,CCT6A,GAPVD1,Other,Other,CCT complex (chaperonin containing TCP1 complex),
BN,CCT6A,NDUFA13,Other,Mito,CCT complex (chaperonin containing TCP1 complex),"Respiratory chain complex I (holoenzyme), mitochondrial"
BN,CCT6A,NDUFA9,Other,Mito,CCT complex (chaperonin containing TCP1 complex),"Respiratory chain complex I (holoenzyme), mitochondrial"
BN,CCT6A,NDUFS1,Other,Mito,CCT complex (chaperonin containing TCP1 complex),"Respiratory chain complex I (holoenzyme), mitochondrial"
BN,CCT6A,NDUFS2,Other,Mito,CCT complex (chaperonin containing TCP1 complex),"Respiratory chain complex I (holoenzyme), mitochondrial"
BN,CCT6A,NDUFS7,Other,Mito,CCT complex (chaperonin containing TCP1 complex),"Respiratory chain complex I (holoenzyme), mitochondrial"
BN,CCT6A,NDUFV1,Other,Mito,CCT complex (chaperonin containing TCP1 complex),"Respiratory chain complex I (holoenzyme), mitochondrial"
BN,CCT6A,TCP1,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
Intra,CCT7,CCT7,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
BN,CCT7,CCT8,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
Inter,CCT7,HERC2,Other,Other,CCT complex (chaperonin containing TCP1 complex),
BN,CCT7,TCP1,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
Intra,CCT8,CCT8,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
Inter,CCT8,EEA1,Other,Endosome,CCT complex (chaperonin containing TCP1 complex),
Inter,CCT8,GATAD2B,Other,Nucleus,CCT complex (chaperonin containing TCP1 complex),
Inter,CCT8,TCP1,Other,Other,CCT complex (chaperonin containing TCP1 complex),CCT complex (chaperonin containing TCP1 complex)
Intra,CCZ1B,CCZ1B,Lyso,Lyso,,
Inter,CCZ1B,LIPI,Lyso,Other,,
Inter,CCZ1B,MX2,Lyso,Other,,
Inter,CCZ1B,SH3BGRL3,Lyso,Other,,
Inter,CD101,STK10,Other,Other,,
Intra,CD109,CD109,Other,Other,,
BN,CD109,CLCC1,Other,Other,,
BN,CD109,ICAM5,Other,Other,,
BN,CD109,ME2,Other,Mito,,
BN,CD109,NFASC,Other,Other,,
BN,CD109,PDXK,Other,Other,,
BN,CD109,TBC1D10B,Other,Other,,
BN,CD151,GPM6A,Other,Other,,
BN,CD151,SLC25A24,Other,Mito,,
Inter,CD1E,RAB14,Other,Endosome,,
Inter,CD2,CHD3,Other,Other,,NRD complex (Nucleosome remodeling and deacetylation complex)
BN,CD276,ECI1,Other,Mito,,
BN,CD276,SLC37A3,Other,Lyso,,
Intra,CD2BP2,CD2BP2,Other,Other,,
Inter,CD2BP2,DDX23,Other,Nucleus,,
Inter,CD2BP2,PRPF6,Other,Nucleus,,
Inter,CD2BP2,PRPF8,Other,Nucleus,,
Inter,CD2BP2,SLC38A10,Other,Other,,
Inter,CD2BP2,SNRNP40,Other,Nucleus,,
Inter,CD2BP2,TXNL4A,Other,Nucleus,,
Inter,CD4,CHD4,Other,Other,,NRD complex (Nucleosome remodeling and deacetylation complex)
BN,CD46,MFAP3,Other,Other,,
Intra,CD47,CD47,Other,Other,,
Intra,CD55,CD55,Other,Other,,
BN,CD55,CDH2,Other,Other,,
BN,CD55,PLXDC2,Other,Other,,
BN,CD55,TMEM117,Other,Other,,
BN,CD55,TSPAN14,Other,Lyso,,
BN,CD55,UFL1,Other,Other,,
BN,CD59,EFNA5,Other,Other,,
Inter,CD59,IGF2R,Other,Endosome,,
Inter,CD63,GDPD4,Endosome,Other,,
Inter,CD63,PIERCE2,Endosome,Other,,
BN,CD81,SYS1,Endosome,Golgi,,
BN,CD9,ITGA6,Other,Other,,
BN,CD9,PCK2,Other,Mito,,
BN,CD9,REEP6,Other,Other,,
BN,CD9,SLC35A1,Other,Golgi,,
Inter,CD93,EEA1,Other,Endosome,,
Inter,CD99,UBC,Other,Other,,
BN,CD99L2,LYN,Other,Other,,
BN,CD99L2,SCD,Other,Other,,
Intra,CDC23,CDC23,Other,Other,,
Inter,CDC25B,EEA1,Endosome,Endosome,,
Intra,CDC27,CDC27,Other,Other,,
Intra,CDC37,CDC37,Other,Other,,
Inter,CDC37,RHOA,Other,Other,,
Inter,CDC40,WDR70,Nucleus,Other,,
Intra,CDC42,CDC42,Other,Other,,
Inter,CDC42,PDCD11,Other,Nucleus,,
Inter,CDC42,XKR4,Other,Other,,
Intra,CDC42BPA,CDC42BPA,Other,Other,,
Inter,CDC42BPA,FAM89A,Other,Other,,
Inter,CDC42BPA,GPC6,Other,Other,,
Inter,CDC42BPA,HSP90B1,Other,Endosome,,
Inter,CDC42BPA,KRT5,Other,Other,,
Inter,CDC42BPA,RPS11,Other,Other,,"Ribosome, cytoplasmic"
Intra,CDC42BPB,CDC42BPB,Other,Other,,
Inter,CDC42BPB,EEA1,Other,Endosome,,
Intra,CDC5L,CDC5L,Other,Other,,
Inter,CDC5L,SNRNP40,Other,Nucleus,,
Inter,CDC5L,ZNF90,Other,Nucleus,,
Inter,CDC73,RBBP7,Nucleus,Nucleus,,
BN,CDCA3,NPEPPS,Other,Other,,
Inter,CDH15,EIF5B,Other,Other,,
Inter,CDH16,REEP2,Other,Other,,
BN,CDH2,PLXDC2,Other,Other,,
BN,CDH2,TMEM117,Other,Other,,
BN,CDH2,TSPAN14,Other,Lyso,,
BN,CDH2,UFL1,Other,Other,,
BN,CDH7,DAB2IP,Other,Other,,
BN,CDH7,EVA1A,Other,Other,,
BN,CDH7,KARS1,Other,Mito,,
BN,CDH7,KLHL20,Other,Other,,
BN,CDH7,LAMP2,Other,Endosome,,
Inter,CDHR2,NUP88,Other,Nucleus,,
Inter,CDK1,VRTN,Other,Other,,
Intra,CDK11B,CDK11B,Other,Other,,
Intra,CDK12,CDK12,Nucleus,Nucleus,,
Inter,CDK12,SCAMP1,Nucleus,Endosome,,SCAMP1-SCAMP2-SCAMP3 complex
Inter,CDK12,USP9X,Nucleus,Other,,
Inter,CDK13,TFRC,Nucleus,Endosome,,
Inter,CDK16,POLA1,Other,Other,,
Inter,CDK18,RALA,Other,Other,,
Inter,CDK2AP2,CHD4,Other,Other,,NRD complex (Nucleosome remodeling and deacetylation complex)
Intra,CDK5RAP2,CDK5RAP2,Other,Other,,
Inter,CDK5RAP2,CXCL9,Other,Other,,
Inter,CDK5RAP2,DYNC1H1,Other,Other,,Dynein-dynactin complex
Inter,CDK5RAP2,EEA1,Other,Endosome,,
Inter,CDK5RAP2,PCNT,Other,Other,,
Inter,CDK5RAP2,STX3,Other,Lyso,,
Inter,CDK5RAP2,SYCP3,Other,Nucleus,,
Intra,CDK5RAP3,CDK5RAP3,Other,Other,,
Intra,CDK9,CDK9,Other,Other,,
Inter,CDK9,CLIP2,Other,Other,,
Inter,CDK9,KTN1,Other,Other,,
Inter,CDK9,MCMBP,Other,Nucleus,,
Inter,CDK9,SETX,Other,Other,,
Intra,CDKAL1,CDKAL1,Other,Other,,
Inter,CDKN2AIP,PCM1,Nucleus,Other,,HOOK2-PCM1-RAB8A complex
Intra,CDON,CDON,Other,Other,,
Intra,CDR2,CDR2,Other,Other,,
Inter,CDR2,NEXMIF,Other,Other,,
Inter,CDY1; CDY1B,VWA3A,Nucleus,Other,,
Inter,CDYL2,SENP5,Nucleus,Nucleus,,
Inter,CDYL2,THYN1,Nucleus,Nucleus,,
Inter,CEBPG,EEA1,Nucleus,Endosome,,
Intra,CELF1,CELF1,Other,Other,,
Inter,CELF3,HSP90AB1,Other,Endosome,,Kinase maturation complex 1
BN,CELSR2,VPS39,Other,Endosome,,
Intra,CEMIP2,CEMIP2,Other,Other,,
BN,CEMIP2,MFSD6,Other,Other,,
Inter,CENPC,EEA1,Nucleus,Endosome,,
Inter,CENPC,IARS1,Nucleus,Other,,
Inter,CENPC,TEX30,Nucleus,Other,,
Inter,CENPE,GGA2,Other,Endosome,,
Inter,CENPE,HNRNPC,Other,Nucleus,,
Inter,CENPE,OFD1,Other,Other,,
Inter,CENPE,SHTN1,Other,Other,,
Inter,CENPE,TTN,Other,Other,,
Inter,CENPF,CHD4,Other,Other,,NRD complex (Nucleosome remodeling and deacetylation complex)
Inter,CENPF,EEA1,Other,Endosome,,
Inter,CENPF,GATAD2B,Other,Nucleus,,
